request_id,dialog_id,user_id,created_at,first_user_message,summary,goal,intent,is_work,automation_candidate,periodicity,complexity,steps_requested,integrations,integration_count,tools,tool_calls,uses_company_data,company_sources,requires_generation,search_type,contains_sensitive_data,prompt_injection,agent_failed,failure_reason,language,class_ids,class_names,classification_scores,confidence,user_tokens,assistant_tokens,tool_tokens,total_tokens,estimated_cost,burned_tokens,useful_messages,useless_messages,analysis_status,metadata_confidence,cluster_id,use_case,member_count
82,82,usr_000012,2026-06-05T15:05:00Z,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,71,300,103123,103494,0.0103494,0,0,0,skipped,0.0,1,CRM и клиенты,20
83,83,usr_000015,2026-06-12T14:10:00Z,"Найди по компании клиента Альтаир: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,65,296,99917,100278,0.0100278,0,0,0,skipped,0.0,4,CRM и клиенты,5
84,84,usr_000012,2026-07-09T08:34:00Z,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,311,99219,99585,0.0099585,0,0,0,skipped,0.0,5,CRM и клиенты,20
85,85,usr_000004,2026-06-18T08:29:00Z,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,62,307,104497,104866,0.0104866,0,0,0,skipped,0.0,5,CRM и клиенты,20
86,86,usr_000001,2026-05-07T14:03:00Z,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,56,308,104698,105062,0.0105062,0,0,0,skipped,0.0,1,CRM и клиенты,20
87,87,usr_000006,2026-05-15T13:36:00Z,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,60,297,100127,100484,0.0100484,0,0,0,skipped,0.0,3,Сводка по почте,35
88,88,usr_000025,2026-05-09T13:13:00Z,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,298,106737,107090,0.010709,0,0,0,skipped,0.0,0,Команда и проекты,15
89,89,usr_000023,2026-06-05T17:07:00Z,"Прочитай цепочку с НордЛайн, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,301,104365,104723,0.0104723,0,0,0,skipped,0.0,2,Другое,5
90,90,usr_000024,2026-06-13T16:55:00Z,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,53,305,92166,92524,0.0092524,0,0,0,skipped,0.0,3,Сводка по почте,35
91,91,usr_000018,2026-05-04T16:55:00Z,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,70,295,109491,109856,0.0109856,0,0,0,skipped,0.0,0,Команда и проекты,15
92,92,usr_000012,2026-07-14T16:00:00Z,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,293,105416,105760,0.010576,0,0,0,skipped,0.0,0,Команда и проекты,15
93,93,usr_000011,2026-07-22T08:34:00Z,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,59,291,102958,103308,0.0103308,0,0,0,skipped,0.0,3,Сводка по почте,35
94,94,usr_000008,2026-05-14T15:38:00Z,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,299,107985,108335,0.0108335,0,0,0,skipped,0.0,3,Сводка по почте,35
95,95,usr_000020,2026-06-25T17:08:00Z,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,68,296,109513,109877,0.0109877,0,0,0,skipped,0.0,1,CRM и клиенты,20
96,96,usr_000023,2026-07-13T12:15:00Z,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,304,106506,106867,0.0106867,0,0,0,skipped,0.0,5,CRM и клиенты,20
97,97,usr_000015,2026-06-27T12:44:00Z,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,302,104804,105173,0.0105173,0,0,0,skipped,0.0,5,CRM и клиенты,20
98,98,usr_000019,2026-05-14T10:10:00Z,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,306,96578,96941,0.0096941,0,0,0,skipped,0.0,1,CRM и клиенты,20
99,99,usr_000025,2026-07-03T10:21:00Z,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,84,295,104650,105029,0.0105029,0,0,0,skipped,0.0,3,Сводка по почте,35
100,100,usr_000013,2026-06-10T08:35:00Z,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,296,101391,101742,0.0101742,0,0,0,skipped,0.0,3,Сводка по почте,35
